,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Electric_Range,Launch Month,Emission_Norm,Airbags,Type,Gross_Vehicle_Weight,Electric_Range,Battery,Power,Torque
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",1396 cc,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1170 kg,,,90PS@4000rpm,220Nm@1500rpm
127,Hyundai,Elite I20,Asta (O) 1.2,"Rs. 8,08,993",1197 cc,Petrol,Hatchback,13.3 km/litre,18.5 km/litre,,November,BS IV,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Manual,1170 kg,,,84PS@6000rpm,114Nm@4000rpm
128,Hyundai,Elite I20,Asta (O) Crdi,"Rs. 9,34,003",1396 cc,Diesel,Hatchback,18.4 km/litre,22.5 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Manual,1170 kg,,,90PS@4000rpm,220Nm@1500-2750rpm
129,Hyundai,Elite I20,Asta (O) Cvt,"Rs. 9,20,993",1197 cc,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1170 kg,,,83PS@6000rpm,115Nm@4000rpm
130,Hyundai,Elite I20,Sportz Plus Dual Tone,"Rs. 7,51,693",1197 cc,Petrol,Hatchback,13.3 km/litre,18.5 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1170 kg,,,84PS@6000rpm,115Nm@4000rpm
131,Hyundai,Elite I20,Sportz Plus Cvt,"Rs. 8,31,693",1197 cc,Petrol,Hatchback,13.3 km/litre,18.5 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1170 kg,,,84PS@6000rpm,115Nm@4000rpm
132,Hyundai,Elite I20,Sportz Plus Crdi,"Rs. 8,46,103",1396 cc,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1170 kg,,,90PS@4000rpm,220Nm@1500rpm
133,Hyundai,Aura,E 1.2 Petrol,"Rs. 5,79,900",1197 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
134,Hyundai,Aura,S 1.2 Petrol,"Rs. 6,55,900",1197 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
135,Hyundai,Aura,S 1.2 Amt Petrol,"Rs. 7,05,800",1197 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,83PS@6000rpm,114Nm@4000rpm
136,Hyundai,Aura,Sx 1.2 Petrol,"Rs. 7,29,900",1197 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
137,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,"Rs. 8,04,800",1197 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,83PS@6000rpm,114Nm@4000rpm
138,Hyundai,Aura,Sx (O) 1.2 Petrol,"Rs. 7,85,900",1197 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
139,Hyundai,Aura,S 1.2 Cng Petrol (Cng +,"Rs. 7,28,900",1197 cc,CNG + Petrol,Sedan,,20.5 km/litre,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,69PS@6000rpm,95Nm@4000rpm
140,Hyundai,Aura,Sx Plus 1.0 Petrol,"Rs. 8,54,900",998 cc,Petrol,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@6000rpm,172Nm@1500-4000rpm
141,Hyundai,Aura,S 1.2 Diesel,"Rs. 7,73,800",1186 cc,Diesel,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,75PS@4000rpm,190NM@1750-2250RPM
142,Hyundai,Aura,S 1.2 Amt Diesel,"Rs. 8,23,700",1186 cc,Diesel,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,75PS@4000rpm,190NM@1750-2250RPM
143,Hyundai,Aura,Sx Plus 1.2 Amt Diesel,"Rs. 9,22,700",1186 cc,Diesel,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,75PS@4000rpm,190NM@1750-2250RPM
144,Hyundai,Aura,Sx (O) 1.2 Diesel,"Rs. 9,03,800",1186 cc,Diesel,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,75PS@4000rpm,190NM@1750-2250RPM
145,Volkswagen,Polo,Trendline 1.0L (P),"Rs. 5,82,000",999 cc,Petrol,Hatchback,14 km/litre,16 km/litre,,November,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,1520 kg,,,76PS@6200RPM,95Nm@3000-4300rpm
146,Volkswagen,Polo,Comfortline 1.0 (P),"Rs. 6,76,500",999 cc,Petrol,Hatchback,14 km/litre,16 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1520 kg,,,76PS@6200RPM,95Nm@3000-4300rpm
147,Volkswagen,Polo,Highline Plus 1.0 (P),"Rs. 7,76,500",999 cc,Petrol,Hatchback,14 km/litre,16 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1520 kg,,,76PS@6200RPM,95Nm@3000-4300rpm
148,Volkswagen,Polo,Trendline 1.5L (D),"Rs. 7,34,500",1498 cc,Diesel,Hatchback,19 km/litre,20 km/litre,,November,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,1520 kg,,,90PS@4200rpm,230Nm@1500-2500rpm
149,Volkswagen,Polo,Comfortline 1.5 (D),"Rs. 8,51,500",1498 cc,Diesel,Hatchback,19 km/litre,20 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1620 kg,,,90PS@4200rpm,230Nm@1500-2500rpm
150,Volkswagen,Polo,Highline Plus 1.5 (D),"Rs. 9,31,500",1498 cc,Diesel,Hatchback,19 km/litre,20 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1620 kg,,,90PS@4200rpm,230Nm@1500-2500rpm
151,Volkswagen,Polo,Gt Tsi,"Rs. 9,76,000",1197 cc,Petrol,Hatchback,17 km/litre,17 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1580 kg,,,105PS@5000rpm,175Nm@1500-4100rpm
152,Volkswagen,Polo,Gt Tdi,"Rs. 9,88,500",1498 cc,Diesel,Hatchback,19 km/litre,19 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1620 kg,,,110PS@4400rpm,250Nm@1500-2500rpm
153,Maruti Suzuki,Dzire,Lxi,"Rs. 5,82,613",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
154,Maruti Suzuki,Dzire,Vxi,"Rs. 6,73,112",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
155,Maruti Suzuki,Dzire,Ldi,"Rs. 6,66,622",1248 cc,Diesel,Sedan,"28,4 km/litre",,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
156,Maruti Suzuki,Dzire,Zxi,"Rs. 7,32,113",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
157,Maruti Suzuki,Dzire,Vdi,"Rs. 7,57,622",1248 cc,Diesel,Sedan,28.4 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
158,Maruti Suzuki,Dzire,Vxi Amt,"Rs. 7,20,112",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
159,Maruti Suzuki,Dzire,Zdi Amt,"Rs. 8,63,122",1248 cc,Diesel,Sedan,28.4 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
160,Maruti Suzuki,Dzire,Zdi,"Rs. 8,16,622",1248 cc,Diesel,Sedan,"28,4 km/litre",,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
161,Maruti Suzuki,Dzire,Zxi Plus,"Rs. 8,21,613",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
162,Maruti Suzuki,Dzire,Zxi At,"Rs. 7,79,113",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
163,Maruti Suzuki,Dzire,Zxi Plus Amt,"Rs. 8,68,613",1197 cc,Petrol,Sedan,16.3 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1315 kg,,,84.3PS@6000rpm,115Nm@4000rpm
164,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,Diesel,Sedan,"28,4 km/litre",,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
165,Maruti Suzuki,Dzire,Vdi Amt,"Rs. 8,04,622",1248 cc,Diesel,Sedan,28.4 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
166,Maruti Suzuki,Dzire,Zdi Plus Amt,"Rs. 9,52,622",1248 cc,Diesel,Sedan,28.4 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
167,Ford,Freestyle,1.5L Tdci Ambiente,"Rs. 6,76,400",1498 cc,Diesel,Crossover,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
168,Ford,Freestyle,1.5L Tdci Titanium,"Rs. 7,90,900",1498 cc,Diesel,Hatchback,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
169,Ford,Freestyle,1.5L Tdci Titanium Plus,"Rs. 8,36,400",1498 cc,Diesel,Hatchback,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
170,Ford,Freestyle,1.2L Ti-Vct Ambiente,"Rs. 5,91,400",1194 cc,Petrol,Hatchback,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
171,Ford,Freestyle,1.2L Ti-Vct Titanium,"Rs. 7,21,400",1194 cc,Petrol,Hatchback,,,,April,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
172,Ford,Freestyle,1.2L Ti-Vct Titanium Plus,"Rs. 7,56,400",1194 cc,Petrol,Hatchback,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Manual,,,,96PS@6500rpm,120Nm@4250rpm
173,Ford,Freestyle,1.2L Ti-Vct Trend Plus,"Rs. 6,81,400",1194 cc,Petrol,Crossover,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
174,Ford,Freestyle,1.5L Tdci Trend Plus,"Rs. 7,45,900",1498 cc,Diesel,Crossover,,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
175,Volkswagen,Ameo,Trendline 1.5L Tdi,"Rs. 7,11,500",1498 cc,Diesel,Sedan,15.3 km/litre,21.66 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1500 kg,,,110PS@4400rpm,250Nm@1500-2500rpm
176,Volkswagen,Ameo,Comfortline 1.5L Tdi,"Rs. 8,10,500",1498 cc,Diesel,Sedan,15.3 km/litre,21.66 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1500 kg,,,110PS@4400rpm,250Nm@1500-2500rpm
177,Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,"Rs. 9,99,900",1498 cc,Diesel,Sedan,15.3 km/litre,21.73 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1630 kg,,,110PS@4400rpm,250Nm@1500-2500rpm
178,Volkswagen,Ameo,Highline Plus 1.5L Tdi,"Rs. 9,25,500",1498 cc,Diesel,Sedan,15.3 km/litre,21.66 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1500 kg,,,110PS@4400rpm,250Nm@1500-2500rpm
179,Volkswagen,Ameo,Trendline 1.0L,"Rs. 5,94,000",999 cc,Petrol,Sedan,,,,September,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,1500 kg,,,76PS@6200RPM,95Nm@3000-4300rpm
180,Volkswagen,Ameo,Comfortline 1.0L,"Rs. 6,65,000",999 cc,Petrol,Sedan,,,,September,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,1500 kg,,,76PS@6200RPM,95Nm@3000-4300rpm
181,Volkswagen,Ameo,Highline Plus 1.0L,"Rs. 7,99,900",999 cc,Petrol,Sedan,,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1500 kg,,,76PS@6200RPM,95Nm@3000-4300rpm
182,Volkswagen,Ameo,Gt Line Tdi Dsg,"Rs. 9,99,900",1498 cc,Diesel,Sedan,15.3 km/litre,21.73 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1630 kg,,,110PS@4400rpm,250Nm@1500-2500rpm
183,Ford,Aspire,1.2 Ti-Vct Ambiente,"Rs. 5,98,500",1194 cc,Petrol,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
184,Ford,Aspire,1.2 Ti-Vct Trend Plus,"Rs. 6,97,400",1194 cc,Petrol,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
185,Ford,Aspire,1.2 Ti-Vct Trend,"Rs. 6,63,400",1194 cc,Petrol,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
186,Ford,Aspire,1.5 Tdci Ambiente,"Rs. 6,99,400",1498 cc,Diesel,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
187,Ford,Aspire,1.5 Tdci Trend,"Rs. 7,37,400",1498 cc,Diesel,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
188,Ford,Aspire,1.5 Tdci Trend Plus,"Rs. 7,77,400",1498 cc,Diesel,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
189,Ford,Aspire,1.5 Tdci Titanium,"Rs. 8,17,400",1498 cc,Diesel,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
190,Ford,Aspire,1.5 Tdci Titanium Plus,"Rs. 8,62,400",1498 cc,Diesel,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Manual,,,,100PS@3700RPM,215Nm@1750-3000RPM
191,Ford,Aspire,1.2 Ti-Vct Titanium Plus,"Rs. 7,82,400",1194 cc,Petrol,Sedan,,,,October,BS IV,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
192,Ford,Aspire,1.2 Ti-Vct Titanium,"Rs. 7,37,400",1194 cc,Petrol,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
193,Ford,Aspire,1.2 Trend Plus Cng,"Rs. 7,58,314",1194 cc,CNG,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6300rpm,120Nm@4250rpm
194,Ford,Aspire,1.2 Ti-Vct Blu,"Rs. 7,62,400",1194 cc,Petrol,Sedan,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,96PS@6500rpm,120Nm@4250rpm
195,Ford,Aspire,1.5 Tdci Blu,"Rs. 8,42,400",1498 cc,Diesel,Sedan,,,,October,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,100PS@3750RPM,215Nm@1750-3000RPM
196,Toyota,Platinum Etios,G,"Rs. 6,27,100",1496 cc,Petrol,Sedan,"13,6 km/litre",16.3 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1285 kg,,,90PS@5600rpm,132Nm@3000rpm
197,Toyota,Platinum Etios,V,"Rs. 7,18,600",1496 cc,Petrol,Sedan,"13,6 km/litre",16.7 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1285 kg,,,90PS@5600rpm,132Nm@3000rpm
198,Toyota,Platinum Etios,Gd,"Rs. 7,34,700",1364 cc,Diesel,Sedan,20.32 km/litre,23.59 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1650 kg,,,68PS@3800rpm,170Nm@1800-2400rpm
199,Toyota,Platinum Etios,Vd,"Rs. 8,28,600",1364 cc,Diesel,Sedan,20.3 km/litre,23.6 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1650 kg,,,68PS@3800rpm,170Nm@1800-2400rpm
200,Toyota,Platinum Etios,Vxd,"Rs. 8,88,400",1364 cc,Diesel,Sedan,20.32 km/litre,23.08 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@3800rpm,170Nm@1800-2400rpm
201,Toyota,Platinum Etios,Vx,"Rs. 7,78,400",1496 cc,Petrol,Sedan,"13,6 km/litre",16.3 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@5600rpm,132Nm@3000rpm
202,Toyota,Platinum Etios,Gx,"Rs. 6,89,600",1496 cc,Petrol,Sedan,13.6 km/litre,16.3 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1285 kg,,,90PS@5600rpm,132Nm@3000rpm
203,Toyota,Platinum Etios,Gxd,"Rs. 7,99,600",1364 cc,Diesel,Sedan,20.3 km/litre,23.6 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1650 kg,,,68PS@3800rpm,170Nm@1800-2400rpm
204,Toyota,Platinum Etios,Vxd Limited Edition,"Rs. 9,13,400",1364 cc,Diesel,Sedan,20.32 km/litre,23.08 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@3800rpm,170Nm@1800-2400rpm
205,Toyota,Platinum Etios,Vx Limited Edition,"Rs. 8,03,400",1496 cc,Petrol,Sedan,13.6 km/litre,16.3 km/litre,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@5600rpm,132Nm@3000rpm
206,Toyota,Etios Cross,V,"Rs. 8,02,000",1496 cc,Petrol,Hatchback,15 km/litre,16 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@5600rpm,132Nm@3000rpm
207,Toyota,Etios Cross,G,"Rs. 6,50,000",1197 cc,Petrol,Hatchback,"16,78 km/litre",,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,80PS@5600rpm,104Nm@3100rpm
208,Toyota,Etios Cross,Vd,"Rs. 7,97,500",1364 cc,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@3800rpm,170Nm@1800-2400rpm
209,Toyota,Etios Cross,Gd,"Rs. 7,66,000",1364 cc,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@3800rpm,170Nm@1800-2400rpm
210,Toyota,Etios Cross,1.2 X Edition,"Rs. 6,68,500",1197 cc,Petrol,Hatchback,16.78 km/litre,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,80PS@5600rpm,104Nm@3100rpm
211,Toyota,Etios Cross,1.4 X Edition,"Rs. 8,16,000",1364 cc,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@3800rpm,170Nm@1800-2400rpm
212,Mahindra,Verito Vibe,D2,"Rs. 6,57,628",1461 cc,Diesel,Hatchback,18 km/litre,20.08 km/litre,,June,BS IV,,Manual,1655 kg,,,65PS@4000rpm,160Nm@2000rpm
213,Mahindra,Verito Vibe,D4,"Rs. 6,85,729",1461 cc,Diesel,Hatchback,18 km/litre,20.08 km/litre,,June,BS IV,,Manual,1655 kg,,,65PS@4000rpm,160Nm@2000rpm
214,Mahindra,Verito Vibe,D6,"Rs. 7,50,428",1461 cc,Diesel,Hatchback,18 km/litre,20.08 km/litre,,June,BS IV,Driver frontal airbag,Manual,1655 kg,,,65PS@4000rpm,160Nm@2000rpm
215,Fiat,Urban Cross,1.3 Multijet Active,"Rs. 6,77,618",1248 cc,Diesel,Crossover,20 km/litre,,,September,BS IV,,Manual,,,,93PS@4000RPM,209Nm@2000rpm
216,Fiat,Urban Cross,1.3 Multijet Dynamic,"Rs. 7,39,074",1248 cc,Diesel,Crossover,20 km/litre,,,September,BS IV,,Manual,205 kg,,,93PS@4000RPM,209Nm@2000rpm
217,Fiat,Urban Cross,1.4 T-Jet Emotion,"Rs. 9,77,516",1368 cc,Petrol,Crossover,17 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,140ps@5500rpm,210Nm@2000-4000RPM
218,Fiat,Urban Cross,1.3 Multijet Emotion,"Rs. 8,10,211",1248 cc,Diesel,Crossover,20 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,93PS@4000RPM,209Nm@2000rpm
219,Toyota,Glanza,G Hybrid,"Rs. 7,21,900",1197 cc,Petrol,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1360 kg,,,89PS@6000 rpm,113Nm@4400 rpm
220,Toyota,Glanza,V,"Rs. 7,58,200",1197 cc,Petrol,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1340 kg,,,82PS@6000 rpm,113Nm@4200 rpm
221,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,Petrol,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",CVT,1360 kg,,,82PS@6000 rpm,113Nm@4200 rpm
222,Toyota,Glanza,V Cvt,"Rs. 8,90,200",1197 cc,Petrol,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",CVT,1360 kg,,,82PS@6000 rpm,113Nm@4200 rpm
223,Toyota,Glanza,G Mt,"Rs. 6,97,900",1197 cc,Petrol,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1360 kg,,,82PS@6000 rpm,113Nm@4200 rpm
224,Fiat,Avventura,Multijet Dynamic,"Rs. 7,96,132",1248 cc,Diesel,Crossover,11.2 km/litre,20.5 km/litre,,October,BS IV,,Manual,,,,93PS@4000RPM,209Nm@2000rpm
225,Fiat,Avventura,Multijet Active,"Rs. 7,11,801",1248 cc,Diesel,Crossover,11.2 km/litre,,,October,BS IV,,Manual,,,,93PS@4000RPM,209Nm@2000rpm
226,Fiat,Avventura,Multijet Emotion,"Rs. 8,76,341",1248 cc,Diesel,Crossover,11.2 km/litre,20.5 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,93PS@4000RPM,209Nm@2000rpm
227,Honda,Jazz,V Petrol,"Rs. 7,45,000",1199 cc,Petrol,Hatchback,11.3 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@6000rpm,110Nm@4800rpm
228,Honda,Jazz,Vx Cvt,"Rs. 9,09,000",1199 cc,Petrol,Hatchback,11.3 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,90PS@6000rpm,110Nm@4800rpm
229,Honda,Jazz,Vx Petrol,"Rs. 7,89,000",1199 cc,Petrol,Hatchback,11.3 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@6000rpm,110Nm@4800rpm
230,Honda,Jazz,V Cvt,"Rs. 8,65,000",1199 cc,Petrol,Hatchback,11.3 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,90PS@6000rpm,110Nm@4800rpm
231,Honda,Jazz,S Diesel,"Rs. 8,16,500",1498 cc,Diesel,Hatchback,12 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3600rpm,200Nm@1750rpm
232,Honda,Jazz,V Diesel,"Rs. 8,96,500",1498 cc,Diesel,Hatchback,12 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3600rpm,200Nm@1750rpm
233,Honda,Jazz,Vx Diesel,"Rs. 9,40,500",1498 cc,Diesel,Hatchback,12 km/litre,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,100PS@3600rpm,200Nm@1750rpm
234,Honda,Jazz,Exclusive Edition Cvt,"Rs. 9,28,000",1199 cc,Petrol,Hatchback,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,89 bhp@6000rpm,110 Nm@4800rpm
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,"Rs. 26,80,000",1956 cc,Diesel,SUV,,,,February,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,173PS@3750rpm,350Nm@1750-2500rpm
